Train,Test,Features,Classifier,Scaler,Eval-mode,Accuracy,Sensitivity,Specificity
LIDC-IDRI,LIDC-IDRI,swin_v2-avgpool-ax-gs-br,LogisticRegression,MinMax,4-fold,57.345971563981045,42.5287356321839,67.74193548387096
LIDC-IDRI,LIDC-IDRI,swin_v2-avgpool-ax-gs-br,LogisticRegression,Z-score,4-fold,53.08056872037915,44.06130268199234,59.40860215053764
LIDC-IDRI,LIDC-IDRI,swin_v2-avgpool-ax-gs-br,LinearClassifier,None,4-fold,51.81674565560821,52.87356321839081,51.075268817204304
LIDC-IDRI,LIDC-IDRI,swin_v2-avgpool-ax-gs-br,LinearClassifier,MinMax,4-fold,54.502369668246445,56.32183908045977,53.2258064516129
LIDC-IDRI,LIDC-IDRI,swin_v2-avgpool-ax-gs-br,LinearClassifier,Z-score,4-fold,54.976303317535546,41.7624521072797,64.24731182795699
LIDC-IDRI,LIDC-IDRI,swin_v2-avgpool--ax-sag-cor--pcl-f,1-NN-L2,None,4-fold,60.505529225908376,52.10727969348659,66.39784946236558
LIDC-IDRI,LIDC-IDRI,swin_v2-avgpool--ax-sag-cor--pcl-f,1-NN-L2,MinMax,4-fold,59.71563981042654,52.490421455938694,64.78494623655914
LIDC-IDRI,LIDC-IDRI,swin_v2-avgpool--ax-sag-cor--pcl-f,1-NN-L2,Z-score,4-fold,59.3996840442338,52.10727969348659,64.51612903225806
LIDC-IDRI,LIDC-IDRI,swin_v2-avgpool--ax-sag-cor--pcl-f,GaussianNB,None,4-fold,64.29699842022117,58.620689655172406,68.27956989247312
LIDC-IDRI,LIDC-IDRI,swin_v2-avgpool--ax-sag-cor--pcl-f,GaussianNB,MinMax,4-fold,64.29699842022117,58.620689655172406,68.27956989247312
LIDC-IDRI,LIDC-IDRI,swin_v2-avgpool--ax-sag-cor--pcl-f,GaussianNB,Z-score,4-fold,64.29699842022117,58.620689655172406,68.27956989247312
LIDC-IDRI,LIDC-IDRI,swin_v2-avgpool--ax-sag-cor--pcl-f,LogisticRegression,None,4-fold,58.767772511848335,0.0,100.0
LIDC-IDRI,LIDC-IDRI,swin_v2-avgpool--ax-sag-cor--pcl-f,LogisticRegression,MinMax,4-fold,73.45971563981043,66.28352490421456,78.49462365591397
LIDC-IDRI,LIDC-IDRI,swin_v2-avgpool--ax-sag-cor--pcl-f,LogisticRegression,Z-score,4-fold,73.93364928909952,70.88122605363985,76.0752688172043
LIDC-IDRI,LIDC-IDRI,swin_v2-avgpool--ax-sag-cor--pcl-f,LinearClassifier,None,4-fold,51.81674565560821,52.87356321839081,51.075268817204304
LIDC-IDRI,LIDC-IDRI,swin_v2-avgpool--ax-sag-cor--pcl-f,LinearClassifier,MinMax,4-fold,71.24802527646129,59.38697318007663,79.56989247311827
LIDC-IDRI,LIDC-IDRI,swin_v2-avgpool--ax-sag-cor--pcl-f,LinearClassifier,Z-score,4-fold,71.09004739336493,56.70498084291188,81.18279569892472
LIDC-IDRI,LIDC-IDRI,swin_v2-avgpool--ax-sag-cor--pcl-br,1-NN-L2,None,4-fold,76.4612954186414,71.26436781609196,80.10752688172043
LIDC-IDRI,LIDC-IDRI,swin_v2-avgpool--ax-sag-cor--pcl-br,1-NN-L2,MinMax,4-fold,77.09320695102686,72.79693486590038,80.10752688172043
LIDC-IDRI,LIDC-IDRI,swin_v2-avgpool--ax-sag-cor--pcl-br,1-NN-L2,Z-score,4-fold,76.93522906793049,73.18007662835248,79.56989247311827
LIDC-IDRI,LIDC-IDRI,swin_v2-avgpool--ax-sag-cor--pcl-br,GaussianNB,None,4-fold,79.77883096366509,88.12260536398468,73.9247311827957
LIDC-IDRI,LIDC-IDRI,swin_v2-avgpool--ax-sag-cor--pcl-br,GaussianNB,MinMax,4-fold,79.93680884676145,88.12260536398468,74.19354838709677
LIDC-IDRI,LIDC-IDRI,swin_v2-avgpool--ax-sag-cor--pcl-br,GaussianNB,Z-score,4-fold,79.93680884676145,88.12260536398468,74.19354838709677
LIDC-IDRI,LIDC-IDRI,swin_v2-avgpool--ax-sag-cor--pcl-br,LogisticRegression,None,4-fold,58.767772511848335,0.0,100.0
LIDC-IDRI,LIDC-IDRI,swin_v2-avgpool--ax-sag-cor--pcl-br,LogisticRegression,MinMax,4-fold,88.15165876777252,86.59003831417624,89.24731182795699
LIDC-IDRI,LIDC-IDRI,swin_v2-avgpool--ax-sag-cor--pcl-br,LogisticRegression,Z-score,4-fold,86.7298578199052,85.82375478927203,87.36559139784946
LIDC-IDRI,LIDC-IDRI,swin_v2-avgpool--ax-sag-cor--pcl-br,LinearClassifier,None,4-fold,59.87361769352291,52.10727969348659,65.32258064516128
LIDC-IDRI,LIDC-IDRI,swin_v2-avgpool--ax-sag-cor--pcl-br,LinearClassifier,MinMax,4-fold,86.25592417061611,84.67432950191571,87.36559139784946
LIDC-IDRI,LIDC-IDRI,swin_v2-avgpool--ax-sag-cor--pcl-br,LinearClassifier,Z-score,4-fold,84.67614533965245,80.45977011494253,87.63440860215054
LIDC-IDRI,LIDC-IDRI,swin_v2-avgpool--ax--pca-f,1-NN-L2,None,4-fold,57.345971563981045,44.06130268199234,66.66666666666666
LIDC-IDRI,LIDC-IDRI,swin_v2-avgpool--ax--pca-f,1-NN-L2,MinMax,4-fold,54.976303317535546,40.229885057471265,65.32258064516128
LIDC-IDRI,LIDC-IDRI,swin_v2-avgpool--ax--pca-f,1-NN-L2,Z-score,4-fold,55.60821484992101,40.61302681992337,66.12903225806451
LIDC-IDRI,LIDC-IDRI,swin_v2-avgpool--ax--pca-f,GaussianNB,None,4-fold,58.767772511848335,52.87356321839081,62.903225806451616
LIDC-IDRI,LIDC-IDRI,swin_v2-avgpool--ax--pca-f,GaussianNB,MinMax,4-fold,58.60979462875198,52.490421455938694,62.903225806451616
LIDC-IDRI,LIDC-IDRI,swin_v2-avgpool--ax--pca-f,GaussianNB,Z-score,4-fold,58.60979462875198,52.490421455938694,62.903225806451616
LIDC-IDRI,LIDC-IDRI,swin_v2-avgpool--ax--pca-f,LogisticRegression,None,4-fold,58.767772511848335,0.0,100.0
LIDC-IDRI,LIDC-IDRI,swin_v2-avgpool--ax--pca-f,LogisticRegression,MinMax,4-fold,61.61137440758294,47.509578544061306,71.50537634408603
LIDC-IDRI,LIDC-IDRI,swin_v2-avgpool--ax--pca-f,LogisticRegression,Z-score,4-fold,59.71563981042654,47.89272030651341,68.01075268817203
LIDC-IDRI,LIDC-IDRI,swin_v2-avgpool--ax--pca-f,LinearClassifier,None,4-fold,51.81674565560821,52.87356321839081,51.075268817204304
LIDC-IDRI,LIDC-IDRI,swin_v2-avgpool--ax--pca-f,LinearClassifier,MinMax,4-fold,57.345971563981045,71.64750957854406,47.31182795698925
LIDC-IDRI,LIDC-IDRI,swin_v2-avgpool--ax--pca-f,LinearClassifier,Z-score,4-fold,59.87361769352291,43.29501915708812,71.50537634408603
LIDC-IDRI,LIDC-IDRI,swin_v2-avgpool--ax--pca-br,1-NN-L2,None,4-fold,77.88309636650868,71.26436781609196,82.52688172043011
LIDC-IDRI,LIDC-IDRI,swin_v2-avgpool--ax--pca-br,1-NN-L2,MinMax,4-fold,78.51500789889415,73.18007662835248,82.25806451612904
LIDC-IDRI,LIDC-IDRI,swin_v2-avgpool--ax--pca-br,1-NN-L2,Z-score,4-fold,78.67298578199052,73.5632183908046,82.25806451612904
LIDC-IDRI,LIDC-IDRI,swin_v2-avgpool--ax--pca-br,GaussianNB,None,4-fold,80.25276461295418,86.97318007662835,75.53763440860214
LIDC-IDRI,LIDC-IDRI,swin_v2-avgpool--ax--pca-br,GaussianNB,MinMax,4-fold,80.09478672985783,86.97318007662835,75.26881720430107
LIDC-IDRI,LIDC-IDRI,swin_v2-avgpool--ax--pca-br,GaussianNB,Z-score,4-fold,80.09478672985783,86.97318007662835,75.26881720430107
LIDC-IDRI,LIDC-IDRI,swin_v2-avgpool--ax--pca-br,LogisticRegression,None,4-fold,58.767772511848335,0.0,100.0
LIDC-IDRI,LIDC-IDRI,swin_v2-avgpool--ax--pca-br,LogisticRegression,MinMax,4-fold,83.57030015797788,80.07662835249042,86.02150537634408
LIDC-IDRI,LIDC-IDRI,swin_v2-avgpool--ax--pca-br,LogisticRegression,Z-score,4-fold,79.77883096366509,77.01149425287356,81.72043010752688
LIDC-IDRI,LIDC-IDRI,swin_v2-avgpool--ax--pca-br,LinearClassifier,None,4-fold,68.08846761453397,44.44444444444444,84.67741935483872
LIDC-IDRI,LIDC-IDRI,swin_v2-avgpool--ax--pca-br,LinearClassifier,MinMax,4-fold,81.67456556082149,71.64750957854406,88.70967741935483
LIDC-IDRI,LIDC-IDRI,swin_v2-avgpool--ax--pca-br,LinearClassifier,Z-score,4-fold,79.77883096366509,68.96551724137932,87.36559139784946
LUNGx,LUNGx,hc,1-NN-L2,None,4-fold,55.072463768115945,50.0,59.45945945945946
LUNGx,LUNGx,hc,1-NN-L2,MinMax,4-fold,55.072463768115945,40.625,67.56756756756756
LUNGx,LUNGx,hc,1-NN-L2,Z-score,4-fold,50.72463768115942,37.5,62.16216216216216
LUNGx,LUNGx,hc,GaussianNB,None,4-fold,56.52173913043478,40.625,70.27027027027027
LUNGx,LUNGx,hc,GaussianNB,MinMax,4-fold,55.072463768115945,50.0,59.45945945945946
LUNGx,LUNGx,hc,GaussianNB,Z-score,4-fold,55.072463768115945,50.0,59.45945945945946
LUNGx,LUNGx,hc,LogisticRegression,None,4-fold,50.72463768115942,31.25,67.56756756756756
LUNGx,LUNGx,hc,LogisticRegression,MinMax,4-fold,59.42028985507246,37.5,78.37837837837837
LUNGx,LUNGx,hc,LogisticRegression,Z-score,4-fold,53.62318840579711,43.75,62.16216216216216
LUNGx,LUNGx,hc,LinearClassifier,None,4-fold,56.52173913043478,9.375,97.2972972972973
LUNGx,LUNGx,hc,LinearClassifier,MinMax,4-fold,60.86956521739131,34.375,83.78378378378379
LUNGx,LUNGx,hc,LinearClassifier,Z-score,4-fold,53.62318840579711,43.75,62.16216216216216
LUNGx,LUNGx,convnext-avgpool-ax-gs-f,1-NN-L2,None,4-fold,56.52173913043478,56.25,56.75675675675676
LUNGx,LUNGx,convnext-avgpool-ax-gs-f,1-NN-L2,MinMax,4-fold,57.971014492753625,50.0,64.86486486486487
LUNGx,LUNGx,convnext-avgpool-ax-gs-f,1-NN-L2,Z-score,4-fold,55.072463768115945,50.0,59.45945945945946
LUNGx,LUNGx,convnext-avgpool-ax-gs-f,GaussianNB,None,4-fold,62.31884057971014,65.625,59.45945945945946
LUNGx,LUNGx,convnext-avgpool-ax-gs-f,GaussianNB,MinMax,4-fold,62.31884057971014,65.625,59.45945945945946
LUNGx,LUNGx,convnext-avgpool-ax-gs-f,GaussianNB,Z-score,4-fold,62.31884057971014,65.625,59.45945945945946
LUNGx,LUNGx,convnext-avgpool-ax-gs-f,LogisticRegression,None,4-fold,53.62318840579711,0.0,100.0
LUNGx,LUNGx,convnext-avgpool-ax-gs-f,LogisticRegression,MinMax,4-fold,60.86956521739131,53.125,67.56756756756756
LUNGx,LUNGx,convnext-avgpool-ax-gs-f,LogisticRegression,Z-score,4-fold,53.62318840579711,53.125,54.054054054054056
LUNGx,LUNGx,convnext-avgpool-ax-gs-f,LinearClassifier,None,4-fold,47.82608695652174,21.875,70.27027027027027
LUNGx,LUNGx,convnext-avgpool-ax-gs-f,LinearClassifier,MinMax,4-fold,62.31884057971014,46.875,75.67567567567568
LUNGx,LUNGx,convnext-avgpool-ax-gs-f,LinearClassifier,Z-score,4-fold,55.072463768115945,50.0,59.45945945945946
LUNGx,LUNGx,convnext-avgpool-ax-gs-br,1-NN-L2,None,4-fold,47.82608695652174,40.625,54.054054054054056
LUNGx,LUNGx,convnext-avgpool-ax-gs-br,1-NN-L2,MinMax,4-fold,49.275362318840585,43.75,54.054054054054056
LUNGx,LUNGx,convnext-avgpool-ax-gs-br,1-NN-L2,Z-score,4-fold,47.82608695652174,43.75,51.35135135135135
LUNGx,LUNGx,convnext-avgpool-ax-gs-br,GaussianNB,None,4-fold,56.52173913043478,56.25,56.75675675675676
LUNGx,LUNGx,convnext-avgpool-ax-gs-br,GaussianNB,MinMax,4-fold,56.52173913043478,56.25,56.75675675675676
LUNGx,LUNGx,convnext-avgpool-ax-gs-br,GaussianNB,Z-score,4-fold,56.52173913043478,56.25,56.75675675675676
LUNGx,LUNGx,convnext-avgpool-ax-gs-br,LogisticRegression,None,4-fold,53.62318840579711,0.0,100.0
LUNGx,LUNGx,convnext-avgpool-ax-gs-br,LogisticRegression,MinMax,4-fold,56.52173913043478,46.875,64.86486486486487
LUNGx,LUNGx,convnext-avgpool-ax-gs-br,LogisticRegression,Z-score,4-fold,56.52173913043478,53.125,59.45945945945946
LUNGx,LUNGx,convnext-avgpool-ax-gs-br,LinearClassifier,None,4-fold,47.82608695652174,21.875,70.27027027027027
LUNGx,LUNGx,convnext-avgpool-ax-gs-br,LinearClassifier,MinMax,4-fold,59.42028985507246,71.875,48.64864864864865
LUNGx,LUNGx,convnext-avgpool-ax-gs-br,LinearClassifier,Z-score,4-fold,49.275362318840585,40.625,56.75675675675676
LUNGx,LUNGx,convnext-avgpool--ax-sag-cor--pcl-f,1-NN-L2,None,4-fold,49.275362318840585,40.625,56.75675675675676
LUNGx,LUNGx,convnext-avgpool--ax-sag-cor--pcl-f,1-NN-L2,MinMax,4-fold,50.72463768115942,50.0,51.35135135135135
LUNGx,LUNGx,convnext-avgpool--ax-sag-cor--pcl-f,1-NN-L2,Z-score,4-fold,50.72463768115942,50.0,51.35135135135135
LUNGx,LUNGx,convnext-avgpool--ax-sag-cor--pcl-f,GaussianNB,None,4-fold,60.86956521739131,65.625,56.75675675675676
LUNGx,LUNGx,convnext-avgpool--ax-sag-cor--pcl-f,GaussianNB,MinMax,4-fold,60.86956521739131,65.625,56.75675675675676
LUNGx,LUNGx,convnext-avgpool--ax-sag-cor--pcl-f,GaussianNB,Z-score,4-fold,60.86956521739131,65.625,56.75675675675676
LUNGx,LUNGx,convnext-avgpool--ax-sag-cor--pcl-f,LogisticRegression,None,4-fold,53.62318840579711,0.0,100.0
LUNGx,LUNGx,convnext-avgpool--ax-sag-cor--pcl-f,LogisticRegression,MinMax,4-fold,63.76811594202898,62.5,64.86486486486487
LUNGx,LUNGx,convnext-avgpool--ax-sag-cor--pcl-f,LogisticRegression,Z-score,4-fold,68.11594202898551,75.0,62.16216216216216
LUNGx,LUNGx,convnext-avgpool--ax-sag-cor--pcl-f,LinearClassifier,None,4-fold,47.82608695652174,21.875,70.27027027027027
LUNGx,LUNGx,convnext-avgpool--ax-sag-cor--pcl-f,LinearClassifier,MinMax,4-fold,66.66666666666666,65.625,67.56756756756756
LUNGx,LUNGx,convnext-avgpool--ax-sag-cor--pcl-f,LinearClassifier,Z-score,4-fold,66.66666666666666,75.0,59.45945945945946
LUNGx,LUNGx,convnext-avgpool--ax-sag-cor--pcl-br,1-NN-L2,None,4-fold,53.62318840579711,34.375,70.27027027027027
LUNGx,LUNGx,convnext-avgpool--ax-sag-cor--pcl-br,1-NN-L2,MinMax,4-fold,53.62318840579711,40.625,64.86486486486487
LUNGx,LUNGx,convnext-avgpool--ax-sag-cor--pcl-br,1-NN-L2,Z-score,4-fold,56.52173913043478,43.75,67.56756756756756
LUNGx,LUNGx,convnext-avgpool--ax-sag-cor--pcl-br,GaussianNB,None,4-fold,69.56521739130434,65.625,72.97297297297297
LUNGx,LUNGx,convnext-avgpool--ax-sag-cor--pcl-br,GaussianNB,MinMax,4-fold,69.56521739130434,65.625,72.97297297297297
LUNGx,LUNGx,convnext-avgpool--ax-sag-cor--pcl-br,GaussianNB,Z-score,4-fold,69.56521739130434,65.625,72.97297297297297
LUNGx,LUNGx,convnext-avgpool--ax-sag-cor--pcl-br,LogisticRegression,None,4-fold,53.62318840579711,0.0,100.0
LUNGx,LUNGx,convnext-avgpool--ax-sag-cor--pcl-br,LogisticRegression,MinMax,4-fold,50.72463768115942,37.5,62.16216216216216
LUNGx,LUNGx,convnext-avgpool--ax-sag-cor--pcl-br,LogisticRegression,Z-score,4-fold,53.62318840579711,43.75,62.16216216216216
LUNGx,LUNGx,convnext-avgpool--ax-sag-cor--pcl-br,LinearClassifier,None,4-fold,47.82608695652174,21.875,70.27027027027027
LUNGx,LUNGx,convnext-avgpool--ax-sag-cor--pcl-br,LinearClassifier,MinMax,4-fold,52.17391304347826,28.125,72.97297297297297
LUNGx,LUNGx,convnext-avgpool--ax-sag-cor--pcl-br,LinearClassifier,Z-score,4-fold,53.62318840579711,43.75,62.16216216216216
LUNGx,LUNGx,convnext-avgpool--ax--pca-f,1-NN-L2,None,4-fold,55.072463768115945,43.75,64.86486486486487
LUNGx,LUNGx,convnext-avgpool--ax--pca-f,1-NN-L2,MinMax,4-fold,50.72463768115942,37.5,62.16216216216216
LUNGx,LUNGx,convnext-avgpool--ax--pca-f,1-NN-L2,Z-score,4-fold,49.275362318840585,37.5,59.45945945945946
LUNGx,LUNGx,convnext-avgpool--ax--pca-f,GaussianNB,None,4-fold,62.31884057971014,53.125,70.27027027027027
LUNGx,LUNGx,convnext-avgpool--ax--pca-f,GaussianNB,MinMax,4-fold,62.31884057971014,53.125,70.27027027027027
LUNGx,LUNGx,convnext-avgpool--ax--pca-f,GaussianNB,Z-score,4-fold,62.31884057971014,53.125,70.27027027027027
LUNGx,LUNGx,convnext-avgpool--ax--pca-f,LogisticRegression,None,4-fold,53.62318840579711,0.0,100.0
LUNGx,LUNGx,convnext-avgpool--ax--pca-f,LogisticRegression,MinMax,4-fold,65.21739130434783,59.375,70.27027027027027
LUNGx,LUNGx,convnext-avgpool--ax--pca-f,LogisticRegression,Z-score,4-fold,60.86956521739131,59.375,62.16216216216216
LUNGx,LUNGx,convnext-avgpool--ax--pca-f,LinearClassifier,None,4-fold,47.82608695652174,21.875,70.27027027027027
LUNGx,LUNGx,convnext-avgpool--ax--pca-f,LinearClassifier,MinMax,4-fold,56.52173913043478,59.375,54.054054054054056
LUNGx,LUNGx,convnext-avgpool--ax--pca-f,LinearClassifier,Z-score,4-fold,63.76811594202898,65.625,62.16216216216216
LUNGx,LUNGx,convnext-avgpool--ax--pca-br,1-NN-L2,None,4-fold,52.17391304347826,53.125,51.35135135135135
LUNGx,LUNGx,convnext-avgpool--ax--pca-br,1-NN-L2,MinMax,4-fold,46.3768115942029,53.125,40.54054054054054
LUNGx,LUNGx,convnext-avgpool--ax--pca-br,1-NN-L2,Z-score,4-fold,46.3768115942029,53.125,40.54054054054054
LUNGx,LUNGx,convnext-avgpool--ax--pca-br,GaussianNB,None,4-fold,49.275362318840585,46.875,51.35135135135135
LUNGx,LUNGx,convnext-avgpool--ax--pca-br,GaussianNB,MinMax,4-fold,49.275362318840585,46.875,51.35135135135135
LUNGx,LUNGx,convnext-avgpool--ax--pca-br,GaussianNB,Z-score,4-fold,49.275362318840585,46.875,51.35135135135135
LUNGx,LUNGx,convnext-avgpool--ax--pca-br,LogisticRegression,None,4-fold,53.62318840579711,0.0,100.0
LUNGx,LUNGx,convnext-avgpool--ax--pca-br,LogisticRegression,MinMax,4-fold,53.62318840579711,50.0,56.75675675675676
LUNGx,LUNGx,convnext-avgpool--ax--pca-br,LogisticRegression,Z-score,4-fold,53.62318840579711,53.125,54.054054054054056
LUNGx,LUNGx,convnext-avgpool--ax--pca-br,LinearClassifier,None,4-fold,47.82608695652174,21.875,70.27027027027027
LUNGx,LUNGx,convnext-avgpool--ax--pca-br,LinearClassifier,MinMax,4-fold,44.927536231884055,68.75,24.324324324324326
LUNGx,LUNGx,convnext-avgpool--ax--pca-br,LinearClassifier,Z-score,4-fold,47.82608695652174,50.0,45.94594594594595
LUNGx,LUNGx,resnet50-avgpool-ax-gs-f,1-NN-L2,None,4-fold,43.47826086956522,25.0,59.45945945945946
LUNGx,LUNGx,resnet50-avgpool-ax-gs-f,1-NN-L2,MinMax,4-fold,52.17391304347826,50.0,54.054054054054056
LUNGx,LUNGx,resnet50-avgpool-ax-gs-f,1-NN-L2,Z-score,4-fold,57.971014492753625,53.125,62.16216216216216
LUNGx,LUNGx,resnet50-avgpool-ax-gs-f,GaussianNB,None,4-fold,53.62318840579711,31.25,72.97297297297297
LUNGx,LUNGx,resnet50-avgpool-ax-gs-f,GaussianNB,MinMax,4-fold,57.971014492753625,37.5,75.67567567567568
LUNGx,LUNGx,resnet50-avgpool-ax-gs-f,GaussianNB,Z-score,4-fold,56.52173913043478,37.5,72.97297297297297
LUNGx,LUNGx,resnet50-avgpool-ax-gs-f,LogisticRegression,None,4-fold,53.62318840579711,0.0,100.0
LUNGx,LUNGx,resnet50-avgpool-ax-gs-f,LogisticRegression,MinMax,4-fold,59.42028985507246,43.75,72.97297297297297
LUNGx,LUNGx,resnet50-avgpool-ax-gs-f,LogisticRegression,Z-score,4-fold,57.971014492753625,50.0,64.86486486486487
LUNGx,LUNGx,resnet50-avgpool-ax-gs-f,LinearClassifier,None,4-fold,47.82608695652174,21.875,70.27027027027027
LUNGx,LUNGx,resnet50-avgpool-ax-gs-f,LinearClassifier,MinMax,4-fold,59.42028985507246,34.375,81.08108108108108
LUNGx,LUNGx,resnet50-avgpool-ax-gs-f,LinearClassifier,Z-score,4-fold,59.42028985507246,65.625,54.054054054054056
LUNGx,LUNGx,resnet50-avgpool-ax-gs-br,1-NN-L2,None,4-fold,42.028985507246375,28.125,54.054054054054056
LUNGx,LUNGx,resnet50-avgpool-ax-gs-br,1-NN-L2,MinMax,4-fold,40.57971014492754,31.25,48.64864864864865
LUNGx,LUNGx,resnet50-avgpool-ax-gs-br,1-NN-L2,Z-score,4-fold,42.028985507246375,34.375,48.64864864864865
LUNGx,LUNGx,resnet50-avgpool-ax-gs-br,GaussianNB,None,4-fold,44.927536231884055,37.5,51.35135135135135
LUNGx,LUNGx,resnet50-avgpool-ax-gs-br,GaussianNB,MinMax,4-fold,43.47826086956522,40.625,45.94594594594595
LUNGx,LUNGx,resnet50-avgpool-ax-gs-br,GaussianNB,Z-score,4-fold,42.028985507246375,40.625,43.24324324324324
LUNGx,LUNGx,resnet50-avgpool-ax-gs-br,LogisticRegression,None,4-fold,53.62318840579711,0.0,100.0
LUNGx,LUNGx,resnet50-avgpool-ax-gs-br,LogisticRegression,MinMax,4-fold,50.72463768115942,46.875,54.054054054054056
LUNGx,LUNGx,resnet50-avgpool-ax-gs-br,LogisticRegression,Z-score,4-fold,52.17391304347826,53.125,51.35135135135135
LUNGx,LUNGx,resnet50-avgpool-ax-gs-br,LinearClassifier,None,4-fold,47.82608695652174,21.875,70.27027027027027
LUNGx,LUNGx,resnet50-avgpool-ax-gs-br,LinearClassifier,MinMax,4-fold,44.927536231884055,37.5,51.35135135135135
LUNGx,LUNGx,resnet50-avgpool-ax-gs-br,LinearClassifier,Z-score,4-fold,50.72463768115942,56.25,45.94594594594595
LUNGx,LUNGx,resnet50-avgpool--ax-sag-cor--pcl-f,1-NN-L2,None,4-fold,55.072463768115945,40.625,67.56756756756756
LUNGx,LUNGx,resnet50-avgpool--ax-sag-cor--pcl-f,1-NN-L2,MinMax,4-fold,42.028985507246375,43.75,40.54054054054054
LUNGx,LUNGx,resnet50-avgpool--ax-sag-cor--pcl-f,1-NN-L2,Z-score,4-fold,34.78260869565217,34.375,35.13513513513514
LUNGx,LUNGx,resnet50-avgpool--ax-sag-cor--pcl-f,GaussianNB,None,4-fold,42.028985507246375,37.5,45.94594594594595
LUNGx,LUNGx,resnet50-avgpool--ax-sag-cor--pcl-f,GaussianNB,MinMax,4-fold,44.927536231884055,40.625,48.64864864864865
LUNGx,LUNGx,resnet50-avgpool--ax-sag-cor--pcl-f,GaussianNB,Z-score,4-fold,44.927536231884055,40.625,48.64864864864865
LUNGx,LUNGx,resnet50-avgpool--ax-sag-cor--pcl-f,LogisticRegression,None,4-fold,53.62318840579711,0.0,100.0
LUNGx,LUNGx,resnet50-avgpool--ax-sag-cor--pcl-f,LogisticRegression,MinMax,4-fold,53.62318840579711,43.75,62.16216216216216
LUNGx,LUNGx,resnet50-avgpool--ax-sag-cor--pcl-f,LogisticRegression,Z-score,4-fold,53.62318840579711,53.125,54.054054054054056
LUNGx,LUNGx,resnet50-avgpool--ax-sag-cor--pcl-f,LinearClassifier,None,4-fold,47.82608695652174,21.875,70.27027027027027
LUNGx,LUNGx,resnet50-avgpool--ax-sag-cor--pcl-f,LinearClassifier,MinMax,4-fold,57.971014492753625,56.25,59.45945945945946
LUNGx,LUNGx,resnet50-avgpool--ax-sag-cor--pcl-f,LinearClassifier,Z-score,4-fold,53.62318840579711,50.0,56.75675675675676
LUNGx,LUNGx,resnet50-avgpool--ax-sag-cor--pcl-br,1-NN-L2,None,4-fold,55.072463768115945,43.75,64.86486486486487
LUNGx,LUNGx,resnet50-avgpool--ax-sag-cor--pcl-br,1-NN-L2,MinMax,4-fold,37.68115942028986,21.875,51.35135135135135
LUNGx,LUNGx,resnet50-avgpool--ax-sag-cor--pcl-br,1-NN-L2,Z-score,4-fold,37.68115942028986,21.875,51.35135135135135
LUNGx,LUNGx,resnet50-avgpool--ax-sag-cor--pcl-br,GaussianNB,None,4-fold,56.52173913043478,46.875,64.86486486486487
LUNGx,LUNGx,resnet50-avgpool--ax-sag-cor--pcl-br,GaussianNB,MinMax,4-fold,49.275362318840585,43.75,54.054054054054056
LUNGx,LUNGx,resnet50-avgpool--ax-sag-cor--pcl-br,GaussianNB,Z-score,4-fold,47.82608695652174,40.625,54.054054054054056
LUNGx,LUNGx,resnet50-avgpool--ax-sag-cor--pcl-br,LogisticRegression,None,4-fold,53.62318840579711,0.0,100.0
LUNGx,LUNGx,resnet50-avgpool--ax-sag-cor--pcl-br,LogisticRegression,MinMax,4-fold,53.62318840579711,40.625,64.86486486486487
LUNGx,LUNGx,resnet50-avgpool--ax-sag-cor--pcl-br,LogisticRegression,Z-score,4-fold,52.17391304347826,43.75,59.45945945945946
LUNGx,LUNGx,resnet50-avgpool--ax-sag-cor--pcl-br,LinearClassifier,None,4-fold,47.82608695652174,21.875,70.27027027027027
LUNGx,LUNGx,resnet50-avgpool--ax-sag-cor--pcl-br,LinearClassifier,MinMax,4-fold,53.62318840579711,40.625,64.86486486486487
LUNGx,LUNGx,resnet50-avgpool--ax-sag-cor--pcl-br,LinearClassifier,Z-score,4-fold,49.275362318840585,50.0,48.64864864864865
LUNGx,LUNGx,resnet50-avgpool--ax--pca-f,1-NN-L2,None,4-fold,39.130434782608695,21.875,54.054054054054056
LUNGx,LUNGx,resnet50-avgpool--ax--pca-f,1-NN-L2,MinMax,4-fold,43.47826086956522,37.5,48.64864864864865
LUNGx,LUNGx,resnet50-avgpool--ax--pca-f,1-NN-L2,Z-score,4-fold,49.275362318840585,40.625,56.75675675675676
LUNGx,LUNGx,resnet50-avgpool--ax--pca-f,GaussianNB,None,4-fold,49.275362318840585,40.625,56.75675675675676
LUNGx,LUNGx,resnet50-avgpool--ax--pca-f,GaussianNB,MinMax,4-fold,53.62318840579711,46.875,59.45945945945946
LUNGx,LUNGx,resnet50-avgpool--ax--pca-f,GaussianNB,Z-score,4-fold,53.62318840579711,46.875,59.45945945945946
LUNGx,LUNGx,resnet50-avgpool--ax--pca-f,LogisticRegression,None,4-fold,53.62318840579711,0.0,100.0
LUNGx,LUNGx,resnet50-avgpool--ax--pca-f,LogisticRegression,MinMax,4-fold,53.62318840579711,43.75,62.16216216216216
LUNGx,LUNGx,resnet50-avgpool--ax--pca-f,LogisticRegression,Z-score,4-fold,49.275362318840585,46.875,51.35135135135135
LUNGx,LUNGx,resnet50-avgpool--ax--pca-f,LinearClassifier,None,4-fold,47.82608695652174,21.875,70.27027027027027
LUNGx,LUNGx,resnet50-avgpool--ax--pca-f,LinearClassifier,MinMax,4-fold,53.62318840579711,50.0,56.75675675675676
